field,field,field,field,field
"18030022","18","30","22","Thou liftest me up to the wind; thou causest me to ride upon it, and dissolvest my substance."
"18030023","18","30","23","For I know that thou wilt bring me to death, and to the house appointed for all living."
"18030024","18","30","24","Yet he will not stretch out his hand to the grave, though they cry in his destruction."
"18030025","18","30","25","Did not I weep for him that was in trouble? was not my soul grieved for the poor?"
"18030026","18","30","26","When I looked for good, then evil came: and when I waited for light, there came darkness."
"18030027","18","30","27","My bowels boiled, and rested not: the days of affliction came upon me."
"18030028","18","30","28","I went mourning without the sun: I stood up, and I cried in the congregation."
"18030029","18","30","29","I am a brother to dragons, and a companion to owls."
"18030030","18","30","30","My skin is black upon me, and my bones are burned with heat."
"18030031","18","30","31","My harp also is turned to mourning, and my organ into the voice of them that weep."
"18031001","18","31","1","I Made a covenant with my eyes; why then should I think upon a maid?"
"18031002","18","31","2","For what portion of God is there from above? and what inheritance of the Almighty from on high?"
"18031003","18","31","3","Is not destruction to the wicked? and a strange punishment to the workers of iniquity?"
"18031004","18","31","4","Doth not he see my ways, and count all my steps?"
"18031005","18","31","5","If I have walked with vanity, or if my foot hath hasted to deceit;"
"18031006","18","31","6","Let me be weighed in an even balance, that God may know my integrity."
"18031007","18","31","7","If my step hath turned out of the way, and my heart walked after my eyes, and if any blot hath cleaved to my hands;"
"18031008","18","31","8","Then let me sow, and let another eat; yes, let my offspring be rooted out."
"18031009","18","31","9","If my heart hath been deceived by a woman, or if I have laid wait at my neighbor's door;"
"18031010","18","31","10","Then let my wife grind to another, and let others bow down upon her."
"18031011","18","31","11","For this is a hainous crime; yea, it is an iniquity to be punished by the judges."
"18031012","18","31","12","For it is a fire that consumeth to destruction, and would root out all my increase."
"18031013","18","31","13","If I despised the cause of my man-servant or of my maid-servant, when they contended with me;"
"18031014","18","31","14","What then shall I do when God riseth up? and when he visiteth, what shall I answer him?"
"18031015","18","31","15","Did not he that made me in the womb make him? and did not one fashion us in the womb?"
"18031016","18","31","16","If I have withheld the poor from their desire, or have caused the eyes of the widow to fail;"
"18031017","18","31","17","Or have eaten my morsel myself alone, and the fatherless hath not eaten of it;"
"18031018","18","31","18","(For from my youth he was brought up with me, as with a father, and I have guided her from my mother's womb;)"
"18031019","18","31","19","If I have seen any perish for want of clothing, or any poor without covering;"
"18031020","18","31","20","If his loins have not blessed me, and if he hath not been warmed with the fleece of my sheep;"
"18031021","18","31","21","If I have lifted up my hand against the fatherless, when I saw my help in the gate:"
"18031022","18","31","22","Then let my arm fall from my shoulder-blade, and my arm be broken from the bone."
"18031023","18","31","23","For destruction from God was a terror to me, and by reason of his highness I could not endure."
"18031024","18","31","24","If I have made gold my hope, or have said to the fine gold, Thou art my confidence;"
"18031025","18","31","25","If I have rejoiced because my wealth was great, and because my hand had gained much;"
"18031026","18","31","26","If I have beheld the sun when it shined, or the moon walking in brightness;"
"18031027","18","31","27","And my heart hath been secretly enticed, or my mouth hath kissed my hand:"
"18031028","18","31","28","This also were an iniquity to be punished by the judge: for I should have denied the God that is above."
"18031029","18","31","29","If I have rejoiced at the destruction of him that hated me, or have lifted up myself when evil found him:"
"18031030","18","31","30","Neither have I suffered my mouth to sin by wishing a curse to his soul."
"18031031","18","31","31","If the men of my tabernacle have not said, Oh that we had of his flesh! we cannot be satisfied."
"18031032","18","31","32","The stranger did not lodge in the street: but I opened my doors to the traveler."
"18031033","18","31","33","If I have covered my transgressions as Adam, by hiding my iniquity in my bosom:"
"18031034","18","31","34","Did I fear a great multitude, or did the contempt of families terrify me, that I kept silence, and went not out of the door?"
"18031035","18","31","35","Oh that one would hear me! behold, my desire is, that the Almighty would answer me, and that my adversary had written a book."
"18031036","18","31","36","Surely I would take it upon my shoulder, and bind it as a crown to me."
"18031037","18","31","37","I would declare to him the number of my steps; as a prince would I go near to him."
"18031038","18","31","38","If my land crieth against me, or its furrows likewise complain;"
"18031039","18","31","39","If I have eaten the fruits of it without money, or have caused its owners to lose their life:"
"18031040","18","31","40","Let thistles grow instead of wheat, and cockle instead of barley. The words of Job are ended."
"18032001","18","32","1","So these three men ceased to answer Job, because he was righteous in his own eyes."
"18032002","18","32","2","Then was kindled the wrath of Elihu the son of Barachel the Buzite, of the kindred of Ram: against Job was his wrath kindled, because he justified himself rather than God."
